occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,confidence,needs_review,previous_code,previous_rule_hit,rationale
모피 및 가죽 의복 제조원,4,4e-06,0.999056,7,??? ? ?? ?? ???,v2:제조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 농림·수산업 및 수의학 교수, 현재 구직중",4,4e-06,0.99906,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 사회과학·경영 및 법학 교수, 현재 구직중",4,4e-06,0.999064,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 자동차 부품 조립원, 현재 구직중",4,4e-06,0.999068,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 인터넷케이블 설치 및 수리원, 현재 구직중",4,4e-06,0.999072,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 치과기공사, 현재 구직중",4,4e-06,0.999076,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 광고 및 홍보 관리자, 현재 구직중",4,4e-06,0.99908,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 항공기 조립원, 현재 구직중",4,4e-06,0.999084,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 배관 세정원 및 방역원,4,4e-06,0.999088,7,??? ? ?? ?? ???,kept:contains:배관,high,no,7,contains:배관,kept from draft; no stronger correction rule
"전직 일반 의사, 현재 구직중",4,4e-06,0.999092,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 유치원 원장, 현재 구직중",4,4e-06,0.999096,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 제관기 조작원, 현재 구직중",4,4e-06,0.9991,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 고무제품 생산기 조작원, 현재 구직중",4,4e-06,0.999104,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 물품 이동 장비 설치 및 정비원, 현재 구직중",4,4e-06,0.999108,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 특수교육 교사, 현재 구직중",4,4e-06,0.999112,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 조적공, 현재 구직중",4,4e-06,0.999116,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 목사, 현재 구직중",4,4e-06,0.99912,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 직업상담사, 현재 구직중",4,4e-06,0.999124,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 날염기 조작원, 현재 구직중",4,4e-06,0.999128,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 해군 병사, 현재 구직중",4,4e-06,0.999132,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 섬유공학 시험원, 현재 구직중",4,4e-06,0.999136,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전기공학 시험원, 현재 구직중",4,4e-06,0.99914,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 수질 환경 기술자 및 연구원, 현재 구직중",4,4e-06,0.999144,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전자 의료기기 개발 기술자 및 연구원, 현재 구직중",4,4e-06,0.999148,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 방송 및 시나리오 작가, 현재 구직중",4,4e-06,0.999152,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 치과 일반 의사, 현재 구직중",4,4e-06,0.999156,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 출판물 기획자, 현재 구직중",4,4e-06,0.99916,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 대학교 총장 및 대학 학장, 현재 구직중",4,4e-06,0.999164,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 금융 관리자, 현재 구직중",4,4e-06,0.999168,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 공구 조립원, 현재 구직중",4,4e-06,0.999172,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 외장 목공, 현재 구직중",4,4e-06,0.999176,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 장례 상담원, 현재 구직중",4,4e-06,0.99918,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 광원, 현재 구직중",4,4e-06,0.999184,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 공작기계 설치 및 정비원, 현재 구직중",4,4e-06,0.999188,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 고속철 기관차 정비원, 현재 구직중",4,4e-06,0.999192,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 비행기 정비원, 현재 구직중",4,4e-06,0.999196,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전통 건물 건축원, 현재 구직중",4,4e-06,0.9992,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전기 및 전자 장비 제도사, 현재 구직중",4,4e-06,0.999204,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 합판생산기 조작원, 현재 구직중",4,4e-06,0.999208,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 철로 보수원, 현재 구직중",4,4e-06,0.999212,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 사회복지 관련 종사원, 현재 구직중",4,4e-06,0.999216,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 항공기·철도 차량 공학 기술자 및 연구원, 현재 구직중",4,4e-06,0.99922,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 광학기구 수리원, 현재 구직중",4,4e-06,0.999224,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 카지노 딜러, 현재 구직중",4,4e-06,0.999228,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 손톱 관리사, 현재 구직중",4,4e-06,0.999232,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 축산 및 수의학 연구원, 현재 구직중",4,4e-06,0.999236,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
관세사,4,4e-06,0.99924,2,??? ? ?? ???,v3fix:final low cleanup,medium,yes,other,no_rule,manual cleanup of remaining tiny-tail fallback
"전직 보건 위생 검사원, 현재 구직중",4,4e-06,0.999244,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 자동차 도장 정비원, 현재 구직중",4,4e-06,0.999248,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 육상운송 관련 관리자, 현재 구직중",4,4e-06,0.999252,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 음식 서비스 관련 관리자, 현재 구직중",4,4e-06,0.999256,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 방역원, 현재 구직중",4,4e-06,0.99926,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가정용 전기 및 전자제품 조립원, 현재 구직중",4,4e-06,0.999264,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 헬리콥터 정비원, 현재 구직중",4,4e-06,0.999268,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 경영 및 진단 전문가, 현재 구직중",4,4e-06,0.999272,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 해병대 장교, 현재 구직중",4,4e-06,0.999276,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 대학 교육 조교, 현재 구직중",4,4e-06,0.99928,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그라비어인쇄기 조작원, 현재 구직중",4,4e-06,0.999284,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 요업·세라믹공학 기술자 및 연구원, 현재 구직중",4,4e-06,0.999288,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 출납 창구 사무원, 현재 구직중",3,3e-06,0.999291,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 책 디자이너, 현재 구직중",3,3e-06,0.999294,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 수동 상표 부착원, 현재 구직중",3,3e-06,0.999297,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 자연과학·수학 및 통계학 시간강사, 현재 구직중",3,3e-06,0.9993,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 콘크리트제품 제조 관련 조작원, 현재 구직중",3,3e-06,0.999303,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 한약사, 현재 구직중",3,3e-06,0.999306,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 노무사, 현재 구직중",3,3e-06,0.999309,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 위성방송 안테나 설치 및 수리원, 현재 구직중",3,3e-06,0.999312,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 선박 조립원, 현재 구직중",3,3e-06,0.999315,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 신부, 현재 구직중",3,3e-06,0.999318,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 비상 발전기 설치 및 정비원, 현재 구직중",3,3e-06,0.999321,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 예술 및 인문학 시간강사, 현재 구직중",3,3e-06,0.999324,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 세제 생산기 조작원, 현재 구직중",3,3e-06,0.999327,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 금속가공 관련 제어 장치 조작원, 현재 구직중",3,3e-06,0.99933,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 액세서리 디자이너, 현재 구직중",3,3e-06,0.999333,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 비료 생산기 조작원, 현재 구직중",3,3e-06,0.999336,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 도축원, 현재 구직중",3,3e-06,0.999339,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
모자 제조원,3,3e-06,0.999342,7,??? ? ?? ?? ???,v2:제조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 신발 및 구두 재단사, 현재 구직중",3,3e-06,0.999345,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 공조기설비 조작원, 현재 구직중",3,3e-06,0.999348,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 공동주택 관리자, 현재 구직중",3,3e-06,0.999351,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 여객차 및 화차 정비원, 현재 구직중",3,3e-06,0.999354,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 공학·제조 및 건설 분야 시간강사, 현재 구직중",3,3e-06,0.999357,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 종이제품 생산기 조작원, 현재 구직중",3,3e-06,0.99936,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 금속 및 재료 공학 시험원, 현재 구직중",3,3e-06,0.999363,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 청각장애인 특수교육 교사, 현재 구직중",3,3e-06,0.999366,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 종교 관련 종사원, 현재 구직중",3,3e-06,0.999369,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
사회과학 연구 관리자,3,3e-06,0.999372,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 증권 중개인, 현재 구직중",3,3e-06,0.999375,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 토목안전 기술자, 현재 구직중",3,3e-06,0.999378,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 의료 서비스 상담 종사원, 현재 구직중",3,3e-06,0.999381,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 도로정지기 운전원, 현재 구직중",3,3e-06,0.999384,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 손해 사정사, 현재 구직중",3,3e-06,0.999387,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 화장품·비누제품 기술자 및 연구원, 현재 구직중",3,3e-06,0.99939,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 보험 인수 심사원, 현재 구직중",3,3e-06,0.999393,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 과학 교사, 현재 구직중",3,3e-06,0.999396,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 사진 인화 및 현상기 조작원, 현재 구직중",3,3e-06,0.999399,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 목제품 제조 관련 종사원, 현재 구직중",3,3e-06,0.999402,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 수상운송 사무원, 현재 구직중",3,3e-06,0.999405,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 식품기계 설치 및 정비원, 현재 구직중",3,3e-06,0.999408,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 신용 추심원, 현재 구직중",3,3e-06,0.999411,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 자연과학 시험원, 현재 구직중",3,3e-06,0.999414,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 예술 및 인문학 교수, 현재 구직중",3,3e-06,0.999417,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 대기 환경 기술자 및 연구원, 현재 구직중",3,3e-06,0.99942,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 점토제품 생산기 조작원, 현재 구직중",3,3e-06,0.999423,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 위생용 종이제품 제조기 조작원, 현재 구직중",3,3e-06,0.999426,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 카펫 및 가발 제조원, 현재 구직중",3,3e-06,0.999429,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 표백 및 염색 관련 기계 조작원, 현재 구직중",3,3e-06,0.999432,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 과실 및 채소 가공 관련 기계 조작원, 현재 구직중",3,3e-06,0.999435,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 인화지 제조기 조작원, 현재 구직중",3,3e-06,0.999438,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 환경 감시원, 현재 구직중",3,3e-06,0.999441,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 농업용 기계 설치 및 정비원, 현재 구직중",3,3e-06,0.999444,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 제재기 조작원, 현재 구직중",3,3e-06,0.999447,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 시멘트 및 광물제품 제조기 조작원, 현재 구직중",3,3e-06,0.99945,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
국악 연주가,3,3e-06,0.999453,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 보험 심사원, 현재 구직중",3,3e-06,0.999456,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 언론 관련 전문가, 현재 구직중",3,3e-06,0.999459,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 개인 생활 서비스 종사원, 현재 구직중",3,3e-06,0.999462,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 문학작가, 현재 구직중",3,3e-06,0.999465,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 수의사 보조원, 현재 구직중",3,3e-06,0.999468,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 웹 디자이너, 현재 구직중",3,3e-06,0.999471,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 문화재 보존원, 현재 구직중",3,3e-06,0.999474,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 재활용 처리 기계 조작원, 현재 구직중",3,3e-06,0.999477,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 시계 및 카메라 수리원, 현재 구직중",3,3e-06,0.99948,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 보험 상품 개발자, 현재 구직중",3,3e-06,0.999483,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 수제 식품 제조 종사원, 현재 구직중",3,3e-06,0.999486,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 소음 진동 시험원, 현재 구직중",3,3e-06,0.999489,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
농림·수산업 및 수의학 시간강사,3,3e-06,0.999492,2,??? ? ?? ???,kept:suffix:강사,high,no,2,suffix:강사,kept from draft; no stronger correction rule
그 외 사육 관련 종사원,3,3e-06,0.999495,6,????? ?? ???,v3fix:final low cleanup,medium,yes,other,no_rule,manual cleanup of remaining tiny-tail fallback
"전직 구두 수선원, 현재 구직중",3,3e-06,0.999498,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 생물학 시험원, 현재 구직중",3,3e-06,0.999501,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 귀금속 세공원, 현재 구직중",3,3e-06,0.999504,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 자연과학 연구원,3,3e-06,0.999507,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 유지 제조기 조작원, 현재 구직중",3,3e-06,0.99951,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 콘크리트 타설원, 현재 구직중",3,3e-06,0.999513,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 직조기 및 편직기 조작원, 현재 구직중",3,3e-06,0.999516,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 플라스틱 압출기 조작원, 현재 구직중",3,3e-06,0.999519,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
도선사,3,3e-06,0.999522,8,????? ?? ? ?? ???,v3fix:final low cleanup,medium,yes,other,no_rule,manual cleanup of remaining tiny-tail fallback
"전직 그 외 전문 서비스 관리자, 현재 구직중",3,3e-06,0.999525,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 정보 통신기술 분야 교수, 현재 구직중",3,3e-06,0.999528,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 채굴 및 토목 관련 종사원, 현재 구직중",3,3e-06,0.999531,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 소음 진동 기술자 및 연구원, 현재 구직중",3,3e-06,0.999534,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 임업 단순 종사원, 현재 구직중",3,3e-06,0.999537,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 스포츠 및 레크리에이션 관련 전문가, 현재 구직중",3,3e-06,0.99954,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 영상·녹화 및 편집 기사, 현재 구직중",3,3e-06,0.999543,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 승려, 현재 구직중",3,3e-06,0.999546,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 임학 연구원, 현재 구직중",3,3e-06,0.999549,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 방사선사, 현재 구직중",3,3e-06,0.999552,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가죽 및 모피 수선원, 현재 구직중",3,3e-06,0.999555,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 채석원, 현재 구직중",3,3e-06,0.999558,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 타이어 생산기 조작원, 현재 구직중",3,3e-06,0.999561,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 곡물가공 제품 기계 조작원, 현재 구직중",3,3e-06,0.999564,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 석 공예원, 현재 구직중",3,3e-06,0.999567,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 국수 및 면류 제품 기계 조작원, 현재 구직중",3,3e-06,0.99957,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 압연기 조작원, 현재 구직중",3,3e-06,0.999573,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 금융 사무원, 현재 구직중",3,3e-06,0.999576,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 유리 제조 및 제품 가공기 조작원, 현재 구직중",3,3e-06,0.999579,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 돼지 사육자, 현재 구직중",3,3e-06,0.999582,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 소방 공사 감리 기술자 및 연구원, 현재 구직중",3,3e-06,0.999585,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 압출기 조작원, 현재 구직중",3,3e-06,0.999588,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 방송 및 영화연출 보조원, 현재 구직중",3,3e-06,0.999591,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
사무용품 대여원,3,3e-06,0.999594,4,??? ???,v3:대여원,medium,yes,other,no_rule,service/care/monitoring/rental
"전직 항해사, 현재 구직중",3,3e-06,0.999597,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 정당 및 특수 단체 임원, 현재 구직중",3,3e-06,0.9996,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 선박 관련 승무원, 현재 구직중",3,3e-06,0.999603,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 수질 환경 시험원, 현재 구직중",3,3e-06,0.999606,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 음료 제조 관련 기계 조작원, 현재 구직중",3,3e-06,0.999609,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 지구 및 기상 과학 연구원, 현재 구직중",3,3e-06,0.999612,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
