occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,needs_review
"전직 해군 병사, 현재 구직중",4,4e-06,0.999132,unemployed,무직/비경제활동,contains:구직중,
"전직 섬유공학 시험원, 현재 구직중",4,4e-06,0.999136,unemployed,무직/비경제활동,contains:구직중,
"전직 전기공학 시험원, 현재 구직중",4,4e-06,0.99914,unemployed,무직/비경제활동,contains:구직중,
"전직 수질 환경 기술자 및 연구원, 현재 구직중",4,4e-06,0.999144,unemployed,무직/비경제활동,contains:구직중,
"전직 전자 의료기기 개발 기술자 및 연구원, 현재 구직중",4,4e-06,0.999148,unemployed,무직/비경제활동,contains:구직중,
"전직 방송 및 시나리오 작가, 현재 구직중",4,4e-06,0.999152,unemployed,무직/비경제활동,contains:구직중,
"전직 치과 일반 의사, 현재 구직중",4,4e-06,0.999156,unemployed,무직/비경제활동,contains:구직중,
"전직 출판물 기획자, 현재 구직중",4,4e-06,0.99916,unemployed,무직/비경제활동,contains:구직중,
"전직 대학교 총장 및 대학 학장, 현재 구직중",4,4e-06,0.999164,unemployed,무직/비경제활동,contains:구직중,
"전직 금융 관리자, 현재 구직중",4,4e-06,0.999168,unemployed,무직/비경제활동,contains:구직중,
"전직 공구 조립원, 현재 구직중",4,4e-06,0.999172,unemployed,무직/비경제활동,contains:구직중,
"전직 외장 목공, 현재 구직중",4,4e-06,0.999176,unemployed,무직/비경제활동,contains:구직중,
"전직 장례 상담원, 현재 구직중",4,4e-06,0.99918,unemployed,무직/비경제활동,contains:구직중,
"전직 광원, 현재 구직중",4,4e-06,0.999184,unemployed,무직/비경제활동,contains:구직중,
"전직 공작기계 설치 및 정비원, 현재 구직중",4,4e-06,0.999188,unemployed,무직/비경제활동,contains:구직중,
"전직 고속철 기관차 정비원, 현재 구직중",4,4e-06,0.999192,unemployed,무직/비경제활동,contains:구직중,
"전직 비행기 정비원, 현재 구직중",4,4e-06,0.999196,unemployed,무직/비경제활동,contains:구직중,
"전직 전통 건물 건축원, 현재 구직중",4,4e-06,0.9992,unemployed,무직/비경제활동,contains:구직중,
"전직 전기 및 전자 장비 제도사, 현재 구직중",4,4e-06,0.999204,unemployed,무직/비경제활동,contains:구직중,
"전직 합판생산기 조작원, 현재 구직중",4,4e-06,0.999208,unemployed,무직/비경제활동,contains:구직중,
"전직 철로 보수원, 현재 구직중",4,4e-06,0.999212,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 사회복지 관련 종사원, 현재 구직중",4,4e-06,0.999216,unemployed,무직/비경제활동,contains:구직중,
"전직 항공기·철도 차량 공학 기술자 및 연구원, 현재 구직중",4,4e-06,0.99922,unemployed,무직/비경제활동,contains:구직중,
"전직 광학기구 수리원, 현재 구직중",4,4e-06,0.999224,unemployed,무직/비경제활동,contains:구직중,
"전직 카지노 딜러, 현재 구직중",4,4e-06,0.999228,unemployed,무직/비경제활동,contains:구직중,
"전직 손톱 관리사, 현재 구직중",4,4e-06,0.999232,unemployed,무직/비경제활동,contains:구직중,
"전직 축산 및 수의학 연구원, 현재 구직중",4,4e-06,0.999236,unemployed,무직/비경제활동,contains:구직중,
관세사,4,4e-06,0.99924,other,기타/검토,no_rule,yes
"전직 보건 위생 검사원, 현재 구직중",4,4e-06,0.999244,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차 도장 정비원, 현재 구직중",4,4e-06,0.999248,unemployed,무직/비경제활동,contains:구직중,
"전직 육상운송 관련 관리자, 현재 구직중",4,4e-06,0.999252,unemployed,무직/비경제활동,contains:구직중,
"전직 음식 서비스 관련 관리자, 현재 구직중",4,4e-06,0.999256,unemployed,무직/비경제활동,contains:구직중,
"전직 방역원, 현재 구직중",4,4e-06,0.99926,unemployed,무직/비경제활동,contains:구직중,
"전직 가정용 전기 및 전자제품 조립원, 현재 구직중",4,4e-06,0.999264,unemployed,무직/비경제활동,contains:구직중,
"전직 헬리콥터 정비원, 현재 구직중",4,4e-06,0.999268,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 경영 및 진단 전문가, 현재 구직중",4,4e-06,0.999272,unemployed,무직/비경제활동,contains:구직중,
"전직 해병대 장교, 현재 구직중",4,4e-06,0.999276,unemployed,무직/비경제활동,contains:구직중,
"전직 대학 교육 조교, 현재 구직중",4,4e-06,0.99928,unemployed,무직/비경제활동,contains:구직중,
"전직 그라비어인쇄기 조작원, 현재 구직중",4,4e-06,0.999284,unemployed,무직/비경제활동,contains:구직중,
"전직 요업·세라믹공학 기술자 및 연구원, 현재 구직중",4,4e-06,0.999288,unemployed,무직/비경제활동,contains:구직중,
"전직 출납 창구 사무원, 현재 구직중",3,3e-06,0.999291,unemployed,무직/비경제활동,contains:구직중,
"전직 책 디자이너, 현재 구직중",3,3e-06,0.999294,unemployed,무직/비경제활동,contains:구직중,
"전직 수동 상표 부착원, 현재 구직중",3,3e-06,0.999297,unemployed,무직/비경제활동,contains:구직중,
"전직 자연과학·수학 및 통계학 시간강사, 현재 구직중",3,3e-06,0.9993,unemployed,무직/비경제활동,contains:구직중,
"전직 콘크리트제품 제조 관련 조작원, 현재 구직중",3,3e-06,0.999303,unemployed,무직/비경제활동,contains:구직중,
"전직 한약사, 현재 구직중",3,3e-06,0.999306,unemployed,무직/비경제활동,contains:구직중,
"전직 노무사, 현재 구직중",3,3e-06,0.999309,unemployed,무직/비경제활동,contains:구직중,
"전직 위성방송 안테나 설치 및 수리원, 현재 구직중",3,3e-06,0.999312,unemployed,무직/비경제활동,contains:구직중,
"전직 선박 조립원, 현재 구직중",3,3e-06,0.999315,unemployed,무직/비경제활동,contains:구직중,
"전직 신부, 현재 구직중",3,3e-06,0.999318,unemployed,무직/비경제활동,contains:구직중,
"전직 비상 발전기 설치 및 정비원, 현재 구직중",3,3e-06,0.999321,unemployed,무직/비경제활동,contains:구직중,
"전직 예술 및 인문학 시간강사, 현재 구직중",3,3e-06,0.999324,unemployed,무직/비경제활동,contains:구직중,
"전직 세제 생산기 조작원, 현재 구직중",3,3e-06,0.999327,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금속가공 관련 제어 장치 조작원, 현재 구직중",3,3e-06,0.99933,unemployed,무직/비경제활동,contains:구직중,
"전직 액세서리 디자이너, 현재 구직중",3,3e-06,0.999333,unemployed,무직/비경제활동,contains:구직중,
"전직 비료 생산기 조작원, 현재 구직중",3,3e-06,0.999336,unemployed,무직/비경제활동,contains:구직중,
"전직 도축원, 현재 구직중",3,3e-06,0.999339,unemployed,무직/비경제활동,contains:구직중,
모자 제조원,3,3e-06,0.999342,other,기타/검토,no_rule,yes
"전직 신발 및 구두 재단사, 현재 구직중",3,3e-06,0.999345,unemployed,무직/비경제활동,contains:구직중,
"전직 공조기설비 조작원, 현재 구직중",3,3e-06,0.999348,unemployed,무직/비경제활동,contains:구직중,
"전직 공동주택 관리자, 현재 구직중",3,3e-06,0.999351,unemployed,무직/비경제활동,contains:구직중,
"전직 여객차 및 화차 정비원, 현재 구직중",3,3e-06,0.999354,unemployed,무직/비경제활동,contains:구직중,
"전직 공학·제조 및 건설 분야 시간강사, 현재 구직중",3,3e-06,0.999357,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 종이제품 생산기 조작원, 현재 구직중",3,3e-06,0.99936,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금속 및 재료 공학 시험원, 현재 구직중",3,3e-06,0.999363,unemployed,무직/비경제활동,contains:구직중,
"전직 청각장애인 특수교육 교사, 현재 구직중",3,3e-06,0.999366,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 종교 관련 종사원, 현재 구직중",3,3e-06,0.999369,unemployed,무직/비경제활동,contains:구직중,
사회과학 연구 관리자,3,3e-06,0.999372,1,관리자,contains:관리자,
"전직 증권 중개인, 현재 구직중",3,3e-06,0.999375,unemployed,무직/비경제활동,contains:구직중,
"전직 토목안전 기술자, 현재 구직중",3,3e-06,0.999378,unemployed,무직/비경제활동,contains:구직중,
"전직 의료 서비스 상담 종사원, 현재 구직중",3,3e-06,0.999381,unemployed,무직/비경제활동,contains:구직중,
"전직 도로정지기 운전원, 현재 구직중",3,3e-06,0.999384,unemployed,무직/비경제활동,contains:구직중,
"전직 손해 사정사, 현재 구직중",3,3e-06,0.999387,unemployed,무직/비경제활동,contains:구직중,
"전직 화장품·비누제품 기술자 및 연구원, 현재 구직중",3,3e-06,0.99939,unemployed,무직/비경제활동,contains:구직중,
"전직 보험 인수 심사원, 현재 구직중",3,3e-06,0.999393,unemployed,무직/비경제활동,contains:구직중,
"전직 과학 교사, 현재 구직중",3,3e-06,0.999396,unemployed,무직/비경제활동,contains:구직중,
"전직 사진 인화 및 현상기 조작원, 현재 구직중",3,3e-06,0.999399,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 목제품 제조 관련 종사원, 현재 구직중",3,3e-06,0.999402,unemployed,무직/비경제활동,contains:구직중,
"전직 수상운송 사무원, 현재 구직중",3,3e-06,0.999405,unemployed,무직/비경제활동,contains:구직중,
"전직 식품기계 설치 및 정비원, 현재 구직중",3,3e-06,0.999408,unemployed,무직/비경제활동,contains:구직중,
"전직 신용 추심원, 현재 구직중",3,3e-06,0.999411,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 자연과학 시험원, 현재 구직중",3,3e-06,0.999414,unemployed,무직/비경제활동,contains:구직중,
"전직 예술 및 인문학 교수, 현재 구직중",3,3e-06,0.999417,unemployed,무직/비경제활동,contains:구직중,
"전직 대기 환경 기술자 및 연구원, 현재 구직중",3,3e-06,0.99942,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 점토제품 생산기 조작원, 현재 구직중",3,3e-06,0.999423,unemployed,무직/비경제활동,contains:구직중,
"전직 위생용 종이제품 제조기 조작원, 현재 구직중",3,3e-06,0.999426,unemployed,무직/비경제활동,contains:구직중,
"전직 카펫 및 가발 제조원, 현재 구직중",3,3e-06,0.999429,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 표백 및 염색 관련 기계 조작원, 현재 구직중",3,3e-06,0.999432,unemployed,무직/비경제활동,contains:구직중,
"전직 과실 및 채소 가공 관련 기계 조작원, 현재 구직중",3,3e-06,0.999435,unemployed,무직/비경제활동,contains:구직중,
"전직 인화지 제조기 조작원, 현재 구직중",3,3e-06,0.999438,unemployed,무직/비경제활동,contains:구직중,
"전직 환경 감시원, 현재 구직중",3,3e-06,0.999441,unemployed,무직/비경제활동,contains:구직중,
"전직 농업용 기계 설치 및 정비원, 현재 구직중",3,3e-06,0.999444,unemployed,무직/비경제활동,contains:구직중,
"전직 제재기 조작원, 현재 구직중",3,3e-06,0.999447,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 시멘트 및 광물제품 제조기 조작원, 현재 구직중",3,3e-06,0.99945,unemployed,무직/비경제활동,contains:구직중,
국악 연주가,3,3e-06,0.999453,other,기타/검토,no_rule,yes
"전직 보험 심사원, 현재 구직중",3,3e-06,0.999456,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 언론 관련 전문가, 현재 구직중",3,3e-06,0.999459,unemployed,무직/비경제활동,contains:구직중,
"전직 개인 생활 서비스 종사원, 현재 구직중",3,3e-06,0.999462,unemployed,무직/비경제활동,contains:구직중,
"전직 문학작가, 현재 구직중",3,3e-06,0.999465,unemployed,무직/비경제활동,contains:구직중,
"전직 수의사 보조원, 현재 구직중",3,3e-06,0.999468,unemployed,무직/비경제활동,contains:구직중,
"전직 웹 디자이너, 현재 구직중",3,3e-06,0.999471,unemployed,무직/비경제활동,contains:구직중,
"전직 문화재 보존원, 현재 구직중",3,3e-06,0.999474,unemployed,무직/비경제활동,contains:구직중,
"전직 재활용 처리 기계 조작원, 현재 구직중",3,3e-06,0.999477,unemployed,무직/비경제활동,contains:구직중,
"전직 시계 및 카메라 수리원, 현재 구직중",3,3e-06,0.99948,unemployed,무직/비경제활동,contains:구직중,
"전직 보험 상품 개발자, 현재 구직중",3,3e-06,0.999483,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 수제 식품 제조 종사원, 현재 구직중",3,3e-06,0.999486,unemployed,무직/비경제활동,contains:구직중,
"전직 소음 진동 시험원, 현재 구직중",3,3e-06,0.999489,unemployed,무직/비경제활동,contains:구직중,
농림·수산업 및 수의학 시간강사,3,3e-06,0.999492,2,전문가 및 관련 종사자,suffix:강사,
그 외 사육 관련 종사원,3,3e-06,0.999495,other,기타/검토,no_rule,yes
"전직 구두 수선원, 현재 구직중",3,3e-06,0.999498,unemployed,무직/비경제활동,contains:구직중,
"전직 생물학 시험원, 현재 구직중",3,3e-06,0.999501,unemployed,무직/비경제활동,contains:구직중,
"전직 귀금속 세공원, 현재 구직중",3,3e-06,0.999504,unemployed,무직/비경제활동,contains:구직중,
그 외 자연과학 연구원,3,3e-06,0.999507,2,전문가 및 관련 종사자,suffix:연구원,
"전직 유지 제조기 조작원, 현재 구직중",3,3e-06,0.99951,unemployed,무직/비경제활동,contains:구직중,
"전직 콘크리트 타설원, 현재 구직중",3,3e-06,0.999513,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 직조기 및 편직기 조작원, 현재 구직중",3,3e-06,0.999516,unemployed,무직/비경제활동,contains:구직중,
"전직 플라스틱 압출기 조작원, 현재 구직중",3,3e-06,0.999519,unemployed,무직/비경제활동,contains:구직중,
도선사,3,3e-06,0.999522,other,기타/검토,no_rule,yes
"전직 그 외 전문 서비스 관리자, 현재 구직중",3,3e-06,0.999525,unemployed,무직/비경제활동,contains:구직중,
"전직 정보 통신기술 분야 교수, 현재 구직중",3,3e-06,0.999528,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 채굴 및 토목 관련 종사원, 현재 구직중",3,3e-06,0.999531,unemployed,무직/비경제활동,contains:구직중,
"전직 소음 진동 기술자 및 연구원, 현재 구직중",3,3e-06,0.999534,unemployed,무직/비경제활동,contains:구직중,
"전직 임업 단순 종사원, 현재 구직중",3,3e-06,0.999537,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 스포츠 및 레크리에이션 관련 전문가, 현재 구직중",3,3e-06,0.99954,unemployed,무직/비경제활동,contains:구직중,
"전직 영상·녹화 및 편집 기사, 현재 구직중",3,3e-06,0.999543,unemployed,무직/비경제활동,contains:구직중,
"전직 승려, 현재 구직중",3,3e-06,0.999546,unemployed,무직/비경제활동,contains:구직중,
"전직 임학 연구원, 현재 구직중",3,3e-06,0.999549,unemployed,무직/비경제활동,contains:구직중,
"전직 방사선사, 현재 구직중",3,3e-06,0.999552,unemployed,무직/비경제활동,contains:구직중,
"전직 가죽 및 모피 수선원, 현재 구직중",3,3e-06,0.999555,unemployed,무직/비경제활동,contains:구직중,
"전직 채석원, 현재 구직중",3,3e-06,0.999558,unemployed,무직/비경제활동,contains:구직중,
"전직 타이어 생산기 조작원, 현재 구직중",3,3e-06,0.999561,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 곡물가공 제품 기계 조작원, 현재 구직중",3,3e-06,0.999564,unemployed,무직/비경제활동,contains:구직중,
"전직 석 공예원, 현재 구직중",3,3e-06,0.999567,unemployed,무직/비경제활동,contains:구직중,
"전직 국수 및 면류 제품 기계 조작원, 현재 구직중",3,3e-06,0.99957,unemployed,무직/비경제활동,contains:구직중,
"전직 압연기 조작원, 현재 구직중",3,3e-06,0.999573,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금융 사무원, 현재 구직중",3,3e-06,0.999576,unemployed,무직/비경제활동,contains:구직중,
"전직 유리 제조 및 제품 가공기 조작원, 현재 구직중",3,3e-06,0.999579,unemployed,무직/비경제활동,contains:구직중,
"전직 돼지 사육자, 현재 구직중",3,3e-06,0.999582,unemployed,무직/비경제활동,contains:구직중,
"전직 소방 공사 감리 기술자 및 연구원, 현재 구직중",3,3e-06,0.999585,unemployed,무직/비경제활동,contains:구직중,
"전직 압출기 조작원, 현재 구직중",3,3e-06,0.999588,unemployed,무직/비경제활동,contains:구직중,
"전직 방송 및 영화연출 보조원, 현재 구직중",3,3e-06,0.999591,unemployed,무직/비경제활동,contains:구직중,
사무용품 대여원,3,3e-06,0.999594,other,기타/검토,no_rule,yes
"전직 항해사, 현재 구직중",3,3e-06,0.999597,unemployed,무직/비경제활동,contains:구직중,
"전직 정당 및 특수 단체 임원, 현재 구직중",3,3e-06,0.9996,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 선박 관련 승무원, 현재 구직중",3,3e-06,0.999603,unemployed,무직/비경제활동,contains:구직중,
"전직 수질 환경 시험원, 현재 구직중",3,3e-06,0.999606,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 음료 제조 관련 기계 조작원, 현재 구직중",3,3e-06,0.999609,unemployed,무직/비경제활동,contains:구직중,
"전직 지구 및 기상 과학 연구원, 현재 구직중",3,3e-06,0.999612,unemployed,무직/비경제활동,contains:구직중,
"전직 송배전설비 전기원, 현재 구직중",3,3e-06,0.999615,unemployed,무직/비경제활동,contains:구직중,
"전직 섬유 및 펠트 관련 선별원, 현재 구직중",3,3e-06,0.999618,unemployed,무직/비경제활동,contains:구직중,
"전직 디지털인쇄기 조작원, 현재 구직중",3,3e-06,0.999621,unemployed,무직/비경제활동,contains:구직중,
"전직 필름 생산기 조작원, 현재 구직중",2,2e-06,0.999623,unemployed,무직/비경제활동,contains:구직중,
"전직 전통차 조리사, 현재 구직중",2,2e-06,0.999625,unemployed,무직/비경제활동,contains:구직중,
"전직 조미 식품 생산기 조작원, 현재 구직중",2,2e-06,0.999627,unemployed,무직/비경제활동,contains:구직중,
"전직 마루 설치원, 현재 구직중",2,2e-06,0.999629,unemployed,무직/비경제활동,contains:구직중,
"전직 금속 주입원, 현재 구직중",2,2e-06,0.999631,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 토목 관련 기술자, 현재 구직중",2,2e-06,0.999633,unemployed,무직/비경제활동,contains:구직중,
"전직 건강식품 가공기 조작원, 현재 구직중",2,2e-06,0.999635,unemployed,무직/비경제활동,contains:구직중,
원근해 어부,2,2e-06,0.999637,other,기타/검토,no_rule,yes
"전직 선박 기관사, 현재 구직중",2,2e-06,0.999639,unemployed,무직/비경제활동,contains:구직중,
"전직 식품 생산 관리자, 현재 구직중",2,2e-06,0.999641,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 비금속제품 관련 생산기 조작원, 현재 구직중",2,2e-06,0.999643,unemployed,무직/비경제활동,contains:구직중,
"전직 지휘자, 현재 구직중",2,2e-06,0.999645,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 아나운서 및 리포터, 현재 구직중",2,2e-06,0.999647,unemployed,무직/비경제활동,contains:구직중,
"전직 점술가, 현재 구직중",2,2e-06,0.999649,unemployed,무직/비경제활동,contains:구직중,
"전직 조경 계획 및 설계 기술자, 현재 구직중",2,2e-06,0.999651,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 사진 인화 및 현상기 조작원, 현재 구직중",2,2e-06,0.999653,unemployed,무직/비경제활동,contains:구직중,
"전직 이벤트 전문가, 현재 구직중",2,2e-06,0.999655,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 조적공 및 석재 부설원, 현재 구직중",2,2e-06,0.999657,unemployed,무직/비경제활동,contains:구직중,
"전직 천문 및 우주 과학 시험원, 현재 구직중",2,2e-06,0.999659,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 제품 생산 관련 관리자, 현재 구직중",2,2e-06,0.999661,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 작가, 현재 구직중",2,2e-06,0.999663,unemployed,무직/비경제활동,contains:구직중,
"전직 컴퓨터 운영 관리자, 현재 구직중",2,2e-06,0.999665,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 환경공학 관련 시험원, 현재 구직중",2,2e-06,0.999667,unemployed,무직/비경제활동,contains:구직중,
"전직 항공기 객실 승무원, 현재 구직중",2,2e-06,0.999669,unemployed,무직/비경제활동,contains:구직중,
"전직 민속신앙 관련 종사원, 현재 구직중",2,2e-06,0.999671,unemployed,무직/비경제활동,contains:구직중,
"전직 건설기계 조립원, 현재 구직중",2,2e-06,0.999673,unemployed,무직/비경제활동,contains:구직중,
"전직 펌프 장치 조작원, 현재 구직중",2,2e-06,0.999675,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 자산 운용가, 현재 구직중",2,2e-06,0.999677,unemployed,무직/비경제활동,contains:구직중,
"전직 하수 처리 장치 조작원, 현재 구직중",2,2e-06,0.999679,unemployed,무직/비경제활동,contains:구직중,
"전직 폐기물 처리 시험원, 현재 구직중",2,2e-06,0.999681,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차 섀시 정비원, 현재 구직중",2,2e-06,0.999683,unemployed,무직/비경제활동,contains:구직중,
항공권 판매원,2,2e-06,0.999685,5,판매 종사자,contains:판매,
"전직 기술 감독, 현재 구직중",2,2e-06,0.999687,unemployed,무직/비경제활동,contains:구직중,
"전직 심리학 연구원, 현재 구직중",2,2e-06,0.999689,unemployed,무직/비경제활동,contains:구직중,
"전직 수산학 연구원, 현재 구직중",2,2e-06,0.999691,unemployed,무직/비경제활동,contains:구직중,
"전직 건물 수리원, 현재 구직중",2,2e-06,0.999693,unemployed,무직/비경제활동,contains:구직중,
"전직 피부 관리사, 현재 구직중",2,2e-06,0.999695,unemployed,무직/비경제활동,contains:구직중,
"전직 사용자 경험 및 인터페이스 디자이너, 현재 구직중",2,2e-06,0.999697,unemployed,무직/비경제활동,contains:구직중,
"전직 경인쇄기 조작원, 현재 구직중",2,2e-06,0.999699,unemployed,무직/비경제활동,contains:구직중,
"전직 어업 시험원, 현재 구직중",2,2e-06,0.999701,unemployed,무직/비경제활동,contains:구직중,
"전직 색채 전문가, 현재 구직중",2,2e-06,0.999703,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 식문화 관련 전문가, 현재 구직중",2,2e-06,0.999705,unemployed,무직/비경제활동,contains:구직중,
"전직 크레인 설치 및 정비원, 현재 구직중",2,2e-06,0.999707,unemployed,무직/비경제활동,contains:구직중,
"전직 행사 전시 기획자, 현재 구직중",2,2e-06,0.999709,unemployed,무직/비경제활동,contains:구직중,
"전직 가구 수리원, 현재 구직중",2,2e-06,0.999711,unemployed,무직/비경제활동,contains:구직중,
"전직 정치학 연구원, 현재 구직중",2,2e-06,0.999713,unemployed,무직/비경제활동,contains:구직중,
"전직 무역 관련 관리자, 현재 구직중",2,2e-06,0.999715,unemployed,무직/비경제활동,contains:구직중,
"전직 주방장, 현재 구직중",2,2e-06,0.999717,unemployed,무직/비경제활동,contains:구직중,
"전직 철도 기관차 정비원, 현재 구직중",2,2e-06,0.999719,unemployed,무직/비경제활동,contains:구직중,
"전직 기업 인수 및 합병 전문가, 현재 구직중",2,2e-06,0.999721,unemployed,무직/비경제활동,contains:구직중,
"전직 목 공예원, 현재 구직중",2,2e-06,0.999723,unemployed,무직/비경제활동,contains:구직중,
육우 사육자,2,2e-06,0.999725,other,기타/검토,no_rule,yes
"전직 보석 세공원, 현재 구직중",2,2e-06,0.999727,unemployed,무직/비경제활동,contains:구직중,
"전직 중앙정부 고위 공무원, 현재 구직중",2,2e-06,0.999729,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 연극·영화 및 영상 관련 종사원, 현재 구직중",2,2e-06,0.999731,unemployed,무직/비경제활동,contains:구직중,
"전직 젖소 사육자, 현재 구직중",2,2e-06,0.999733,unemployed,무직/비경제활동,contains:구직중,
"전직 수력발전장치 운전원, 현재 구직중",2,2e-06,0.999735,unemployed,무직/비경제활동,contains:구직중,
"전직 내과 전문 의사, 현재 구직중",2,2e-06,0.999737,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금융 및 보험 관련 전문가, 현재 구직중",2,2e-06,0.999739,unemployed,무직/비경제활동,contains:구직중,
"전직 조경원, 현재 구직중",2,2e-06,0.999741,unemployed,무직/비경제활동,contains:구직중,
"전직 노래방 서비스원, 현재 구직중",2,2e-06,0.999743,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 공예원, 현재 구직중",2,2e-06,0.999745,unemployed,무직/비경제활동,contains:구직중,
"전직 항공기 전기 설치원, 현재 구직중",2,2e-06,0.999747,unemployed,무직/비경제활동,contains:구직중,
"전직 도자기제품 생산기 조작원, 현재 구직중",2,2e-06,0.999749,unemployed,무직/비경제활동,contains:구직중,
"전직 종이상자 및 봉투 제조기 조작원, 현재 구직중",2,2e-06,0.999751,unemployed,무직/비경제활동,contains:구직중,
"전직 개그맨 및 코미디언, 현재 구직중",2,2e-06,0.999753,unemployed,무직/비경제활동,contains:구직중,
"전직 촬영기사, 현재 구직중",2,2e-06,0.999755,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 감독 및 연출가, 현재 구직중",2,2e-06,0.999757,unemployed,무직/비경제활동,contains:구직중,
"전직 디자인 관련 관리자, 현재 구직중",2,2e-06,0.999759,unemployed,무직/비경제활동,contains:구직중,
"전직 식품공학 시험원, 현재 구직중",2,2e-06,0.999761,unemployed,무직/비경제활동,contains:구직중,
"전직 피부과 및 비뇨기과 전문 의사, 현재 구직중",2,2e-06,0.999763,unemployed,무직/비경제활동,contains:구직중,
"전직 체육 및 그 외 분야 시간강사, 현재 구직중",2,2e-06,0.999765,unemployed,무직/비경제활동,contains:구직중,
"전직 의료기기 설치 및 수리원, 현재 구직중",2,2e-06,0.999767,unemployed,무직/비경제활동,contains:구직중,
"전직 오락 및 스포츠용품 대여원, 현재 구직중",2,2e-06,0.999769,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 석유 및 화학물 가공 장치 조작원, 현재 구직중",2,2e-06,0.999771,unemployed,무직/비경제활동,contains:구직중,
"전직 체형 관리사, 현재 구직중",2,2e-06,0.999773,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 인문과학 연구원, 현재 구직중",2,2e-06,0.999775,unemployed,무직/비경제활동,contains:구직중,
그 외 가축 사육 종사원,2,2e-06,0.999777,other,기타/검토,no_rule,yes
"전직 그 외 생명과학 연구원, 현재 구직중",2,2e-06,0.999779,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 화학공학 시험원, 현재 구직중",2,2e-06,0.999781,unemployed,무직/비경제활동,contains:구직중,
"전직 렌터카 운전원, 현재 구직중",2,2e-06,0.999783,unemployed,무직/비경제활동,contains:구직중,
"전직 통신 관리자, 현재 구직중",2,2e-06,0.999785,unemployed,무직/비경제활동,contains:구직중,
"전직 호이스트 설치 및 정비원, 현재 구직중",2,2e-06,0.999787,unemployed,무직/비경제활동,contains:구직중,
"전직 스포츠 코치, 현재 구직중",2,2e-06,0.999789,unemployed,무직/비경제활동,contains:구직중,
"전직 체육 및 그 외 분야 교수, 현재 구직중",2,2e-06,0.999791,unemployed,무직/비경제활동,contains:구직중,
"전직 음향 및 녹음 기사, 현재 구직중",2,2e-06,0.999793,unemployed,무직/비경제활동,contains:구직중,
"전직 호이스트 운전원, 현재 구직중",2,2e-06,0.999795,unemployed,무직/비경제활동,contains:구직중,
"전직 화장품 및 비누제품 시험원, 현재 구직중",2,2e-06,0.999797,unemployed,무직/비경제활동,contains:구직중,
"전직 보건 및 복지 교수, 현재 구직중",2,2e-06,0.999799,unemployed,무직/비경제활동,contains:구직중,
"전직 인발기 조작원, 현재 구직중",2,2e-06,0.999801,unemployed,무직/비경제활동,contains:구직중,
"전직 석제품 가공기 조작원, 현재 구직중",2,2e-06,0.999803,unemployed,무직/비경제활동,contains:구직중,
"전직 소각로 조작원, 현재 구직중",2,2e-06,0.999805,unemployed,무직/비경제활동,contains:구직중,
"전직 가구 디자이너, 현재 구직중",2,2e-06,0.999807,unemployed,무직/비경제활동,contains:구직중,
"전직 제책 및 재단용 기계 조작원, 현재 구직중",2,2e-06,0.999809,unemployed,무직/비경제활동,contains:구직중,
